date,Gross Domestic Product,Gross National Product,Gross domestic product per capita,Sticky Price Consumer Price Index less Food and Energy,Producer Price Index by Commodity: All Commodities,Unemployment Rate,Labor Force Participation Rate,Personal Consumption Expenditures,Net domestic investment: Private: Domestic business,Federal Government: Current Expenditures,"Trade Balance: Goods and Services, Balance of Payments Basis",Balance on current account,U.S. Dollars to Euro Spot Exchange Rate,Japanese Yen to U.S. Dollar Spot Exchange Rate,Federal Funds Effective Rate,M1,M2,Federal Debt: Total Public Debt,Federal Surplus or Deficit [-],Advance Retail Sales: Retail Trade,Industrial Production: Total Index,New Privately-Owned Housing Units Started: Total Units,Total Construction Spending: Total Construction in the United States,Consumer Opinion Surveys: Confidence Indicators: Composite Indicators: OECD Indicator for United States,Business Tendency Surveys (Manufacturing): Confidence Indicators: Composite Indicators: OECD Indicator for United States,Leading Index for the United States,Retail Inventories: Clothing and Clothing Accessory Stores,Total Business Inventories,5-Year High Quality Market (HQM) Corporate Bond Par Yield,Corporate Profits After Tax (without IVA and CCAdj),Real Exports of Goods and Services,"Rest of the World; Foreign Direct Investment in U.S.; Asset (Current Cost), Transactions",Equity Market Volatility Tracker: Exchange Rates,Producer Price Index by Commodity: Metals and Metal Products: Gold Ores,15-Year Fixed Rate Mortgage Average in the United States,Disposable Personal Income,CBOE Volatility Index: VIX,ICE BofA US High Yield Index Effective Yield,Employment Cost Index: Total compensation: All Civilian,Federal Debt: Total Public Debt as Percent of Gross Domestic Product,Personal Saving,Gross Domestic Product (Growth),Gross National Product (Growth),Gross domestic product per capita (Growth),Sticky Price Consumer Price Index less Food and Energy (Growth),Producer Price Index by Commodity: All Commodities (Growth),Unemployment Rate (Growth),Labor Force Participation Rate (Growth),Personal Consumption Expenditures (Growth),Net domestic investment: Private: Domestic business (Growth),Federal Government: Current Expenditures (Growth),"Trade Balance: Goods and Services, Balance of Payments Basis (Growth)",Balance on current account (Growth),U.S. Dollars to Euro Spot Exchange Rate (Growth),Japanese Yen to U.S. Dollar Spot Exchange Rate (Growth),Federal Funds Effective Rate (Growth),M1 (Growth),M2 (Growth),Federal Debt: Total Public Debt (Growth),Federal Surplus or Deficit [-] (Growth),Advance Retail Sales: Retail Trade (Growth),Industrial Production: Total Index (Growth),New Privately-Owned Housing Units Started: Total Units (Growth),Total Construction Spending: Total Construction in the United States (Growth),Consumer Opinion Surveys: Confidence Indicators: Composite Indicators: OECD Indicator for United States (Growth),Business Tendency Surveys (Manufacturing): Confidence Indicators: Composite Indicators: OECD Indicator for United States (Growth),Leading Index for the United States (Growth),Retail Inventories: Clothing and Clothing Accessory Stores,Total Business Inventories (Growth),5-Year High Quality Market (HQM) Corporate Bond Par Yield (Growth),Corporate Profits After Tax (without IVA and CCAdj) (Growth),Real Exports of Goods and Services (Growth),"Rest of the World; Foreign Direct Investment in U.S.; Asset (Current Cost), Transactions (Growth)",Equity Market Volatility Tracker: Exchange Rates (Growth),Producer Price Index by Commodity: Metals and Metal Products: Gold Ores (Growth),15-Year Fixed Rate Mortgage Average in the United States (Growth),Disposable Personal Income (Growth),CBOE Volatility Index: VIX (Growth),ICE BofA US High Yield Index Effective Yield (Growth),Employment Cost Index: Total compensation: All Civilian (Growth),Federal Debt: Total Public Debt as Percent of Gross Domestic Product (Growth),Personal Saving (Growth)
1/01/2001,10470.231,10510.297,36845,2.950053633,137.767,4.2,67.2,6995.3,414.895,1982.626,-32438,-107136,0.922,118.25,5.6,1101.9,5020.8,5773740,-7483.666667,251895,91.4115,1605,818728,100.7917994,97.47760327,0.69,36575,1191871,6.35,528.836,-4.9,236820,0.34586,81.7,6.59,7707.3,25.73,12.99,84.7,55.14434,392.3,0.33047,0.18938,0.10052,0.61014,1.64781,8.54701,0.3986,1.10861,-23.57829,2.26068,-2.21662,0.80637,6.19328,7.64946,-13.55839,0.58633,2.74453,1.96962,857.39872,0.4621,-1.23,3.95078,0.3478,-1.25867,-1.05805,-30.06757,0.38608,-0.20205,-10.80955,7.52852,25.64103,-39.19648,36.70127,-1.04966,-9.66994,1.5633,-1.1155,-5.83002,0,1.63375,11.72283
4/1/2001,10599,10647.427,37211,3.1323022,136.233,4.4,66.8,7042.2,384.743,2003.581,-28922,-95251,0.8736,122.62,4.33,1121.8,5146.9,5726815,64579.66667,254668,90.2516,1630,848756,100.6275136,97.72402941,0.43,36283,1179906,6.21,551.684,-11.2,238256,0.16107,81.2,6.66,7723.6,23.92,13.04,85.5,54.03165,361.7,1.22986,1.30472,0.99335,6.17781,-1.11299,3.93701,-0.59553,0.67093,-7.26738,1.05693,-10.83903,-11.09338,-5.24261,3.69039,-22.69603,1.80249,2.51295,-0.81273,-962.94152,1.10059,-1.26888,1.55763,3.66768,-0.163,0.2528,-37.19807,-0.79926,-1.00386,-2.3085,4.32043,128.57143,0.60637,-53.42862,-0.612,1.07401,0.21149,-7.00696,0.37295,0.94451,-2.01778,-7.80799
7/1/2001,10598.02,10623.039,37110,3.293857767,133.367,4.8,66.7,7070.3,336.012,2037.703,-29404,-103435,0.8908,121.63,3.5,1157.4,5240.9,5807464,-13889.66667,252467,89.0088,1600,845116,100.2850039,98.31515386,0.2,36274,1161962,5.82,505.61,-19,56512,0.25789,84.467,6.51,7896.1,25.38,13.1,86.4,54.79763,507,-0.00925,-0.22905,-0.27143,5.15773,-2.10423,9.84848,-0.09985,0.39902,-12.66586,1.70305,1.66653,8.59204,1.96428,-0.80656,-19.07183,3.1736,1.82648,1.40827,-121.5078,-0.864,-1.37697,-1.86094,-0.42886,-0.34037,0.60489,-54.61538,-0.02572,-1.5208,-6.22986,-8.35152,69.64286,-76.28098,60.1072,4.02299,-2.29845,2.23298,6.0882,0.45458,1.05263,1.41765,40.18063
10/1/2001,10660.465,10748.408,37234,3.560389167,129.4,5.5,66.7,7187.3,229.85,2045.404,-29360,-88263,0.8951,123.74,2.13,1179,5384.5,5943439,-11785.33333,261687,88.0348,1570,846514,99.95170808,98.20266979,-0.26,36109,1127980,5.45,489.453,-13.2,140596,0.27196,85.267,6.25,7768.1,27.91,13.22,87.2,55.75216,270.2,0.58921,1.18016,0.33414,8.09177,-2.97426,13.7931,0,1.65433,-31.5947,0.37793,-0.15191,-14.66815,0.48888,1.73812,-39.15689,1.87093,2.73964,2.34138,-15.15035,3.65196,-1.09431,-1.85455,0.16538,-0.33235,-0.11441,-230.50847,-0.45488,-2.92454,-6.30011,-3.19555,-30.52632,148.78964,5.45581,0.94712,-3.90117,-1.62106,9.96701,0.86613,0.92593,1.74192,-46.70304
1/1/2002,10783.5,10833.143,37582,3.529122167,128.9,5.7,66.6,7217.7,269.353,2091.469,-31113,-102608,0.877,132.42,1.73,1186.5,5477.2,6006032,-32188.33333,257012,88.6851,1723,855181,100.796158,99.72872722,0.58,35242,1112480,5.65,538.088,9,98976,0.50059,89.367,6.46,7966.4,21.36,12.41,87.9,55.6965,445.7,1.15412,0.78835,0.93463,-0.87819,-0.3864,3.63636,-0.09995,0.42343,17.18643,2.25212,5.97305,16.25256,-2.02269,7.01623,-18.66032,0.63694,1.7212,1.05314,173.12196,-1.78661,0.73872,9.74522,1.02389,0.84486,1.55399,-327.27273,-2.39924,-1.37417,3.60636,9.9366,-168.18182,-29.60255,84.06751,4.80844,3.33374,2.55276,-23.46531,-6.07268,0.80275,-0.09983,64.94388
4/1/2002,10887.46,10918.384,37860,3.397329567,130.833,5.8,66.7,7308,266.956,2130.186,-34241,-114669,0.9186,126.92,1.75,1192.6,5523.2,6126469,5203.333333,259564,90.0547,1691,851984,100.9437126,100.3440269,0.78,35438,1110068,5.53,596.152,12.4,29880,0.22497,94.1,6.29,8090.3,21.64,11.88,88.8,56.27087,484.2,0.96407,0.78685,0.73972,-3.73443,1.49987,2.33918,0.05003,1.25016,-0.88991,1.85119,10.0525,11.75444,4.73472,-4.15417,1.07621,0.51206,0.83985,2.00527,-116.16528,0.99295,1.5443,-1.85723,-0.37384,0.14639,0.61697,33.14286,0.5552,-0.21678,-2.18289,10.7908,37.77778,-69.81086,-55.0597,5.29653,-2.71429,1.55613,1.32154,-4.31964,1.02389,1.03125,8.62249
7/1/2002,10984.04,11027.515,38099,3.156120133,131.667,5.7,66.6,7397.1,252.924,2148.447,-35462,-114854,0.9842,119.27,1.74,1191.8,5610.1,6228236,-13826.66667,262813,90.6104,1697,839424,100.1572313,99.60661829,1,36426,1122998,4.72,652.139,1.3,57312,0.45322,96.133,5.71,8144.2,35.07,13.23,89.5,56.7026,453.2,0.88708,0.99952,0.63127,-7.09997,0.63694,-1.71429,-0.1,1.22013,-5.2563,0.85725,3.5659,0.16133,7.14401,-6.0305,-0.60912,-0.06703,1.57298,1.6611,-365.7271,1.25159,0.61703,0.37453,-1.47425,-0.77913,-0.73488,28.75536,2.78797,1.16473,-14.53559,9.3914,-89.51613,91.80723,101.46096,2.16082,-9.12873,0.66623,62.03038,11.415,0.78829,0.76724,-6.39587
10/1/2002,11061.433,11120.565,38274,2.861254367,133.067,5.9,66.4,7473,238.02,2184.697,-39406,-123975,1.0003,122.52,1.44,1215.1,5748.1,6405707,-36078.66667,263817,90.5639,1730,846769,99.72473977,99.47593779,0.75,37025,1134178,4.48,725.113,-5.8,157664,0.18222,97.5,5.47,8234.1,30.73,13,90.1,57.91028,466.8,0.7046,0.8438,0.45933,-9.34267,1.06329,2.32558,-0.25025,1.02517,-5.89268,1.68727,11.12082,7.94139,1.63581,2.72666,-17.03921,1.95306,2.46024,2.84946,160.93539,0.38215,-0.05132,1.90495,0.87508,-0.43181,-0.1312,-24.66667,1.64443,0.99558,-5.08116,11.18995,-546.15385,175.09771,-59.79362,1.42164,-4.22839,1.10385,-12.3807,-1.77338,0.67039,2.12985,3.00824
1/1/2003,11174.129,11217.689,38584,2.706666567,138.033,5.9,66.4,7567.1,231.898,2220.262,-41681,-135362,1.0733,118.93,1.25,1232.9,5832.4,6460776,-48302.33333,266079,91.1305,1736,858071,99.46827264,99.18412917,0.69,38011,1145591,4,721.524,-1.2,153156,0.24785,108.033,5.2,8292.3,30.02,11.32,91.2,57.81906,432.6,1.01882,0.87337,0.80995,-5.4028,3.73246,0,-0.10035,1.2601,-2.57205,1.62791,5.77497,9.18492,7.30203,-2.92784,-13.47232,1.46937,1.46577,0.85969,33.88059,0.85754,0.62571,0.36616,1.33464,-0.25718,-0.29335,-8.40708,2.66217,1.00631,-10.70632,-0.49496,-79.31034,-2.85924,36.01259,10.80342,-4.86502,0.70641,-2.29148,-12.91151,1.22087,-0.15752,-7.32596
4/1/2003,11312.766,11369.131,38976,2.3597466,137.167,6.1,66.4,7661.5,227.254,2299.919,-40926,-129336,1.1356,118.55,1.25,1270.3,5956.2,6670121,-5523.666667,268318,90.4524,1754,869046,100.2531487,99.06129183,0.43,38025,1145893,3.45,723.377,0.7,-16232,0.39158,104.2,4.87,8404.9,21.53,9.48,92,58.96101,447.1,1.2407,1.35003,1.01597,-12.81724,-0.62787,4.54545,0.10045,1.24662,-2.0026,3.58773,-1.81216,-4.45177,5.80477,-0.32056,-0.23713,3.02783,2.12264,3.24025,-88.56439,0.84148,-0.74413,1.01767,1.27907,0.78907,-0.12385,-37.68116,0.03771,0.0263,-13.82182,0.25682,-158.33333,-110.59834,57.99285,-3.54829,-6.47354,1.35748,-28.28318,-16.23866,0.87719,1.97504,3.35157
7/1/2003,11566.669,11621.172,39752,2.1956631,138.067,6.1,66.1,7820.9,253.834,2309.622,-41018,-130105,1.1264,117.41,1.02,1288.4,6063.9,6783320,-35808.33333,275916,91.0528,1890,901564,100.4332286,100.1854188,1.18,38270,1136543,3.93,763.915,11.4,28,0.21548,109.867,5.36,8608.3,19.32,9.05,92.9,58.64541,491.2,2.24439,2.21689,1.99097,-6.95344,0.65614,0,-0.45158,2.08141,11.69616,0.42188,0.22561,0.59458,-0.81205,-0.96622,-18.43706,1.42491,1.80821,1.69711,548.27108,2.83146,0.66374,7.75518,3.7418,0.17963,1.13478,175.1938,0.64431,-0.81593,13.91304,5.60399,1528.57143,-100.1725,-44.97165,5.43826,10.05057,2.42042,-10.26931,-4.54823,0.97826,-0.53527,9.86283
10/1/2003,11772.234,11851.792,40362,2.057973133,139.233,5.8,66,7913.5,301.419,2344.18,-41789,-127490,1.192,108.78,1,1303.6,6073.9,6997964,-43385.33333,276891,91.9331,2036,933403,100.8295197,101.5135739,1.62,38423,1145336,3.94,816.612,19.2,141096,0.23789,117.733,5.25,8674.5,17.43,8.09,93.6,59.44466,455.7,1.77722,1.98448,1.53451,-6.271,0.845,-4.8913,-0.15121,1.18315,18.7465,1.49626,1.87802,-2.00992,5.82415,-7.34801,-1.97755,1.18159,0.1658,3.16429,21.15988,0.35361,0.9668,7.72623,3.53149,0.39458,1.3257,37.1831,0.39979,0.77363,0.16964,6.89828,68.42105,503814.2857,10.40004,7.16019,-2.02265,0.76864,-9.7979,-10.61423,0.7535,1.36285,-7.24028
1/1/2004,11923.447,12021.455,40801,2.048640233,142.2,5.7,66,8048.8,287.913,2381.04,-45317,-136989,1.2499,107.24,1,1315.3,6103.5,7131068,-57082.33333,282018,92.5823,1918,945832,101.2831288,102.1215437,1.53,38748,1158404,3.65,928.229,9.3,110320,0.34732,124.433,4.9,8780.1,16.66,7.44,94.6,59.8071,423.5,1.28449,1.43154,1.08766,-0.4535,2.13072,-2.28571,0,1.70974,-4.48081,1.5724,8.44328,7.45078,4.85628,-1.41823,0.51458,0.90107,0.48657,1.90204,31.57058,1.85151,0.70617,-5.76388,1.33165,0.44988,0.5989,-5.74949,0.84672,1.14103,-7.36664,13.6683,-51.5625,-21.8121,46.00165,5.69083,-6.68889,1.21813,-4.41335,-7.99198,1.06838,0.60971,-7.06657
4/1/2004,12112.815,12185.61,41358,2.2917045,146.267,5.6,66,8147.1,345.539,2400.4,-49668,-156109,1.2047,109.69,1.01,1341.1,6251.4,7274335,-8587,285112,93.1185,1937,975023,100.9512732,102.0434307,1.66,39787,1184876,4.41,967.703,8.6,136672,0.1909,119.033,5.46,8931,16.21,8.03,95.5,60.05487,470.5,1.5882,1.36552,1.36516,11.86466,2.85982,-1.75439,-0.05048,1.22172,20.01507,0.81309,9.60199,13.95733,-3.61917,2.28388,0.94329,1.95857,2.42435,2.00905,-84.95682,1.09721,0.5792,0.99044,3.08628,-0.32765,-0.07649,8.27887,2.67969,2.28521,20.84095,4.25261,-7.52688,23.88687,-45.03777,-4.33967,11.48545,1.71865,-2.68215,7.89876,0.95137,0.41428,11.10674
7/1/2004,12305.307,12386.919,41911,2.253927533,147.7,5.4,66,8283.3,364.866,2428.795,-52313,-161502,1.2227,109.94,1.43,1346.2,6303.5,7379053,-28560.33333,289479,93.6419,1977,1010627,101.0741651,101.4147841,1.47,40388,1213812,4.22,1010.194,1.3,142076,0.05273,121.833,5.29,9039.2,15.45,7.74,96.4,59.96643,435.4,1.58916,1.65202,1.33711,-1.64842,0.97995,-2.97619,-0.05051,1.67217,5.59329,1.18293,5.32465,3.45464,1.49446,0.23348,41.47478,0.37857,0.83304,1.43955,232.59967,1.53168,0.56208,2.04749,3.65154,0.12173,-0.61606,-11.0664,1.51139,2.44206,-4.23601,4.39091,-84.88372,3.95399,-72.37773,2.35228,-3.08739,1.21151,-4.72003,-3.65244,0.94241,-0.14727,-7.46723
10/1/2004,12527.214,12581.653,42561,2.284106133,150.533,5.4,65.9,8448.7,393.647,2476.05,-56314,-181291,1.2991,105.67,1.95,1371.3,6398.1,7596143,-38783,297018,94.9699,1965,1025398,100.9842222,100.9104656,1.42,41237,1235195,4.11,1010.647,9.8,217856,0.36215,130.667,5.15,9231.7,13.65,7.12,97.1,60.63713,452.4,1.80334,1.57209,1.55091,1.33893,1.9183,0,-0.05053,1.99598,7.8881,1.94562,7.64883,12.2531,6.25304,-3.88456,36.28352,1.87028,1.50124,2.94198,35.79323,2.60433,1.41817,-0.59012,1.46157,-0.08899,-0.49728,-3.84615,2.10293,1.76164,-2.60664,0.04484,653.84615,53.33765,586.79436,7.25034,-2.76001,2.12887,-11.61904,-8.01915,0.72614,1.11846,3.91241
1/1/2005,12767.286,12854.364,43285,2.2827626,152.067,5.3,65.9,8551.7,440.062,2548.019,-55806,-170824,1.3112,104.54,2.47,1368.6,6424.2,7776939,-59135.66667,299520,96.2939,2072,1061558,100.8999419,100.542668,1.36,42415,1260972,4.42,1228.657,7.7,159904,0.2782,129.767,5.28,9172.9,12.79,7.12,98,60.91302,281.8,1.9164,2.16753,1.70109,-0.05882,1.0186,-2.45399,-0.10111,1.21992,11.79102,2.90661,-0.90326,-5.77359,0.93192,-1.06857,26.62244,-0.19745,0.40733,2.3801,52.47832,0.84237,1.39416,5.41045,3.5265,-0.08346,-0.36448,-3.76471,2.85663,2.08693,7.46148,21.57133,-21.42857,-26.60106,-23.17937,-0.68878,2.57139,-0.63694,-6.33163,0.10067,0.92688,0.45499,-37.70262
4/1/2005,12922.656,12996.998,43718,2.265677567,154.533,5.1,66.1,8701.1,382.475,2578.686,-57168,-180642,1.2591,107.53,2.94,1374.1,6492.3,7836496,14735.66667,305508,96.8358,2051,1093416,100.6314829,100.0757723,1.54,42879,1275703,4.53,1252.584,9.2,-32020,0.30916,128.4,5.28,9320.5,13.41,7.96,98.6,60.64153,265.6,1.21694,1.10962,1.00035,-0.74844,1.6221,-3.77358,0.35425,1.74701,-13.08611,1.20356,2.44121,5.74744,-3.97118,2.85943,19.14776,0.39905,1.06077,0.76582,-124.91841,1.9992,0.56272,-0.9815,3.00106,-0.26606,-0.46438,12.95844,1.09237,1.16823,2.56604,1.94741,19.48052,-120.02451,11.12615,-1.05317,-0.02915,1.60909,4.85096,11.72199,0.61224,-0.4457,-5.74808
7/1/2005,13142.642,13225.668,44350,2.299853833,158.7,5,66.1,8868.1,384.09,2617.33,-60643,-188193,1.2196,111.24,3.46,1368.8,6555.1,7932710,-23065.66667,311413,96.4238,2100,1132234,100.0857613,100.5700088,1.59,43360,1275911,4.66,1296.981,-0.1,155876,0.26613,132.667,5.35,9460.6,12.25,7.62,99.3,60.35856,231.4,1.70233,1.75941,1.44563,1.50843,2.69629,-2.61438,0.05043,1.91891,0.42225,1.49859,6.07799,4.18009,-3.14486,3.4442,17.61674,-0.38795,0.96694,1.22777,-256.52951,1.93274,-0.42543,2.37244,3.55013,-0.5423,0.49386,3.0303,1.12255,0.01628,2.86976,3.54443,-101.08696,-586.80824,-13.91743,3.32295,1.32672,1.5035,-8.62634,-4.20594,0.70994,-0.46663,-12.87489
10/1/2005,13324.204,13378.959,44850,2.408667233,164.3,5,66,8955.3,455.899,2649.819,-65231,-209573,1.189,117.28,3.98,1376.4,6652.2,8170413,-39794,312418,97.3041,2069,1172533,99.6195273,100.7997203,1.52,43258,1302101,5.06,1363.54,13,182860,0.16264,146.533,5.77,9615.9,12.78,8.09,100.1,61.32008,293,1.38147,1.15904,1.1274,4.73132,3.52867,0,-0.15121,0.98292,18.69588,1.2413,7.56563,11.36068,-2.50327,5.43591,14.97864,0.55974,1.48035,2.99649,72.52482,0.32283,0.91288,-1.49206,3.55922,-0.46583,0.22841,-4.20168,-0.23601,2.05268,8.58369,5.13184,-13100,17.3112,-38.88826,10.45226,7.95683,1.64154,4.33413,6.09346,0.80564,1.59301,26.61674
1/1/2006,13599.16,13654.952,45675,2.510497833,162.767,4.7,66.1,9100.2,486.2,2728.184,-63891,-199506,1.2033,116.88,4.45,1378.6,6739.3,8371156,-61184.66667,321129,98.2327,2120,1202150,100.3271094,100.3846869,1.68,43306,1330275,5.23,1387.911,17.2,180936,0.18897,163.133,5.86,9860.6,12.04,7.99,100.7,61.55642,386.6,2.06358,2.06289,1.83946,4.22767,-0.93325,-4.69799,0.10096,1.61804,6.64643,2.95737,-2.05425,-4.80358,1.19721,-0.34645,11.96126,0.1548,1.31027,2.45695,53.7535,2.78825,0.9544,2.49758,2.52593,0.71028,-0.41174,10.74561,0.11173,2.16368,3.42556,1.78733,32.30769,-1.05217,16.19151,11.32848,1.45275,2.54474,-5.78424,-1.28272,0.5994,0.38542,31.93038
4/1/2006,13753.424,13802.877,46089,2.8330273,165.4,4.6,66.1,9227.7,491.383,2749.085,-63740,-204953,1.2576,114.39,4.91,1389.4,6835.1,8420042,32150.33333,322513,98.8083,1855,1182002,99.7689031,100.1820068,1.21,44595,1362526,5.67,1425.152,7.6,266208,0.20976,190.167,6.23,9985,14.53,8.18,101.6,61.22142,372.3,1.13436,1.08331,0.9064,12.84723,1.61786,-2.11268,0.05043,1.40107,1.06602,0.76611,-0.2353,2.73024,4.51871,-2.12313,10.18096,0.78343,1.42128,0.58398,-152.54639,0.43088,0.58589,-12.51376,-1.67602,-0.55639,-0.2019,-27.92079,2.97572,2.42439,8.28025,2.68324,-55.81395,47.12827,11.00175,16.57131,6.37152,1.26192,20.64627,2.41487,0.89374,-0.54422,-3.70754
7/1/2006,13870.188,13906.646,46361,3.177041733,166.7,4.6,66.1,9353.8,506.621,2775.712,-66760,-218442,1.2741,116.28,5.25,1364.1,6892.2,8506974,-13904.66667,324255,99.2039,1702,1146529,99.86922647,99.86655342,0.87,45074,1389566,5.54,1444.791,-0.5,226284,0.10791,187.1,6.22,10077,13.61,8.3,102.6,61.3328,326.6,0.84898,0.75179,0.59016,12.143,0.78597,0,0,1.3669,3.10104,0.96858,4.73797,6.58151,1.3114,1.65224,6.88208,-1.81988,0.83596,1.03244,-143.2489,0.54003,0.40041,-8.23001,-3.0011,0.10056,-0.31488,-28.2967,1.07487,1.98455,-2.17647,1.37803,-106.57895,-14.9973,-48.55708,-1.61262,-0.13585,0.92138,-6.33774,1.50466,0.98425,0.18193,-12.26719
10/1/2006,14039.56,14083.697,46807,3.1878481,164.133,4.4,66.3,9427.4,476.254,2789.906,-60120,-193746,1.2898,117.76,5.24,1368.5,7015.7,8680224,-26800.66667,324290,99.4448,1570,1126690,100.7367413,99.41912187,0.97,46434,1405907,5.25,1398.202,16.1,315876,0.13816,182.933,5.96,10188.2,11.03,7.78,103.4,61.82689,349.1,1.22112,1.27314,0.96202,0.34014,-1.53969,-4.31655,0.25202,0.78649,-5.99403,0.51136,-9.94702,-11.30552,1.23339,1.26711,-0.04559,0.32369,1.79109,2.03656,92.74584,0.0109,0.24283,-7.77364,-1.73035,0.86865,-0.44803,11.11111,3.018,1.17603,-5.35177,-3.22462,-3320,39.59272,28.03349,-2.22697,-4.15533,1.1035,-18.9082,-6.26378,0.77973,0.80559,6.89937
1/1/2007,14215.651,14258.594,47289,3.138764533,166.7,4.5,66.3,9572.1,470.738,2869.326,-59559,-200315,1.3109,119.33,5.25,1366.5,7132.4,8849665,-59342.33333,328571,100.4623,1461,1141191,100.6826094,99.46623425,1.24,47729,1417495,5.26,1325.943,8.2,205600,0.23601,192.467,5.95,10357.5,12.56,7.45,104.2,62.25297,369.3,1.25425,1.24184,1.02976,-1.53971,1.56377,1.50376,0,1.5356,-1.15821,2.84669,-0.93314,3.39052,1.63674,1.33873,0.22165,-0.14334,1.66363,1.95203,121.42111,1.32011,1.02318,-6.92144,1.28707,-0.05374,0.04739,27.93103,2.78817,0.82421,0.1906,-5.16799,-49.06832,-34.91117,70.82539,5.21137,-0.18065,1.66172,13.85317,-4.25671,0.77369,0.68915,5.78576
4/1/2007,14402.082,14463.277,47802,2.7935353,172.833,4.5,66,9678.7,516.101,2905.202,-60021,-193334,1.3484,120.8,5.25,1383.8,7272.5,8867677,45818.66667,331613,101.6218,1451,1158561,100.1924278,99.86682321,0.98,47533,1437277,5.45,1400.804,6.2,268396,0.41408,199.633,6.06,10492.8,13.73,7.47,105.1,61.57219,383,1.31145,1.43551,1.08482,-10.99889,3.67926,0,-0.50277,1.11365,9.63657,1.25033,0.77627,-3.48501,2.85934,1.22663,-0.04069,1.26317,1.96417,0.20353,-177.21076,0.92573,1.1542,-0.70712,1.52206,-0.48686,0.40274,-20.48518,-0.41065,1.39556,3.61446,5.64587,-24.39024,30.5428,75.45126,3.72359,1.77094,1.30565,9.29907,0.28107,0.86372,-1.09357,3.69134
7/1/2007,14564.117,14681.751,48216,2.495687867,173.667,4.7,65.9,9798.4,526.445,2945.721,-58539,-175756,1.3748,117.74,5.07,1368.2,7330.4,9007653,-13518,333984,101.7066,1289,1157702,99.87992915,99.60454202,0.49,47424,1453520,5.6,1345.84,13.1,351856,0.1885,201.933,6.22,10570.4,21.59,8.65,105.9,61.84826,337.6,1.12508,1.51054,0.86607,-10.66203,0.48216,3.7037,-0.05053,1.23604,2.00426,1.39471,-2.46858,-9.09204,1.95273,-2.53006,-3.39024,-1.12845,0.79678,1.5785,-129.50326,0.71519,0.08338,-11.16471,-0.07414,-0.3119,-0.26263,-50.50847,-0.22931,1.13015,2.81518,-3.92375,111.29032,31.09584,-54.47703,1.15211,2.62924,0.73987,57.21931,15.74103,0.76118,0.44837,-11.83741
10/1/2007,14715.058,14875.943,48592,2.6241427,177.433,4.8,65.9,9937.1,512.035,2991.765,-58879,-167144,1.4482,113.23,4.5,1379.1,7433.5,9229172,-35605,338284,102.0339,1166,1133513,99.08130256,99.21911499,0.43,47272,1477074,5.29,1368.063,9.5,85004,0.14622,231.9,5.88,10694.8,22.03,8.99,106.8,62.71924,320.7,1.03639,1.32268,0.77982,5.14707,2.16891,2.85714,0,1.41622,-2.73723,1.56308,0.58081,-4.89997,5.34422,-3.83547,-11.40434,0.79528,1.40544,2.45923,163.38955,1.28739,0.32184,-9.54228,-2.08934,-0.79959,-0.38696,-11.64384,-0.32122,1.62043,-5.53571,1.65124,-27.48092,-75.84125,-22.42971,14.83988,-5.42079,1.17687,2.04101,3.95456,0.84986,1.40825,-5.00543
1/1/2008,14706.538,14857.342,48457,2.684124033,183.867,5,66.1,10004.5,453.758,3043.523,-61921,-182284,1.5007,105.17,3.18,1381.3,7602.7,9437594,-68645.33333,335730,101.7809,1064,1103814,98.28561307,99.04067939,0.31,47021,1505137,4.9,1260.771,6.5,362076,0.14561,224.233,5.38,10800.2,26.12,10.37,107.6,64.17278,366.9,-0.0579,-0.12504,-0.27782,2.28575,3.62577,4.16667,0.25278,0.67759,-11.38145,1.73002,5.1665,9.05806,3.6195,-7.11283,-29.23321,0.1626,2.27626,2.2583,92.79689,-0.75509,-0.24799,-8.74786,-2.62014,-0.80307,-0.17984,-28.68217,-0.52956,1.89991,-7.30939,-7.84262,-31.57895,325.95172,-0.41946,-3.30602,-8.55797,0.98553,18.56718,15.34811,0.74906,2.31753,14.40449
4/1/2008,14865.701,15023.21,48875,2.818849467,196,5.3,66,10129.9,430.645,3397.452,-62311,-179816,1.5625,104.62,2.08,1403.4,7735.8,9492006,8967.333333,337034,100.2465,1011,1097632,97.00408406,99.19274398,0.02,46573,1519572,5.38,1285.329,12.3,274716,0.18704,215.733,5.65,11117,20.67,10.25,108.3,63.85172,567.5,1.08226,1.1164,0.86262,5.01934,6.59898,6.66667,-0.10086,1.25377,-5.09368,11.62892,0.62875,-1.35393,4.12279,-0.52479,-34.47204,1.59717,1.75121,0.57655,-113.06328,0.38841,-1.50752,-5.01253,-0.56,-1.30388,0.15354,-93.47826,-0.95276,0.95909,9.72128,1.94786,89.23077,-24.12753,28.45566,-3.79069,5.18031,2.93297,-20.85437,-1.13193,0.65056,-0.50031,54.66933
